RecordId,Y
300001,3.3956806557426744e-06
300002,0.6652336705533299
300003,9.459221529506482e-09
300004,2.2394484470251215e-06
300005,2.861463000835422e-10
300006,7.92751495763409e-05
300007,2.2328597651126953e-08
300008,2.692568291753159e-07
300009,9.598984606877416e-06
300010,0.00045721398599460984
300011,4.010299624335922e-06
300012,2.300489097142315e-09
300013,8.363709923421981e-09
300014,1.8555869127558684e-05
300015,8.367643263670183e-09
300016,1.1551568074209795e-06
300017,1.3571061213029369e-05
300018,0.380455696732408
300019,2.7364007631894123e-09
300020,5.568772056488629e-10
300021,0.018213705044828592
300022,3.1699849824762335e-09
300023,1.1739715620113399e-09
300024,5.201886489731892e-06
300025,0.029275621176592742
300026,6.707681879937039e-08
300027,2.0810164404540178e-08
300028,0.0032784752008745907
300029,0.01868504305608498
300030,1.5523125681509474e-09
300031,9.59257462709545e-07
300032,5.920503450500816e-08
300033,1.7556755386258698e-08
300034,2.801249241825934e-10
300035,1.5518623166448992e-08
300036,5.197177519586687e-07
300037,7.240936862313874e-09
300038,6.388907611216114e-06
300039,1.445891195982986e-08
300040,6.296350923067888e-07
300041,0.5821042078659493
300042,8.255902689128758e-08
300043,3.227647088672069e-08
300044,3.735192170943144e-08
300045,7.469669516078213e-07
300046,2.6746500250833596e-09
300047,9.577576200714615e-06
300048,8.08846144301379e-07
300049,0.0014069917808240183
300050,2.0661217033664465e-05
300051,3.381609438940937e-08
300052,1.0067557409203553e-06
300053,6.045458822180699e-09
300054,0.9814279353174936
300055,6.263220430035657e-08
300056,2.484308824094644e-07
300057,4.3416588762661315e-07
300058,8.247890388663611e-06
300059,4.370501469721127e-05
300060,0.011692941901092591
300061,7.389615981569897e-10
300062,2.2725240074459304e-07
300063,0.0006216521563763131
300064,5.1189285427429525e-08
300065,0.9191437764367827
300066,6.227855968210979e-10
300067,7.065908975062943e-08
300068,5.258034561513927e-07
300069,0.00032471703163553173
300070,0.9999693839335253
300071,7.3532538313953295e-09
300072,1.5023067866797497e-09
300073,1.040068994054709e-10
300074,0.12524186969728404
300075,6.738850978970833e-09
300076,5.8933916346614667e-08
300077,1.6000632746156327e-08
300078,0.1304497407334906
300079,9.162977929072446e-09
300080,8.02571203902889e-07
300081,2.3389673304290853e-10
300082,1.1291919082484372e-07
300083,4.365558691915433e-07
300084,3.4169736626271915e-07
300085,5.715586683085598e-05
300086,4.395389338923043e-10
300087,4.62070872710719e-09
300088,0.0022126345117463287
300089,0.00033480206324126334
300090,1.051008960575181e-09
300091,7.833282952360269e-08
300092,8.025046838562895e-11
300093,0.00027039230636866286
300094,3.357231633755634e-05
300095,5.217979224214847e-11
300096,6.457613980638919e-10
300097,9.724465944784311e-06
300098,0.9999999689072472
300099,0.9999935420251714
300100,1.8584783223113124e-06
300101,2.1667337267357097e-10
300102,4.415866884073386e-07
300103,0.9800017406479843
300104,4.201513107077171e-06
300105,0.0024914433741158033
300106,1.7556237841636164e-08
300107,9.614429015731798e-08
300108,7.72955333061507e-09
300109,7.319617638766186e-07
300110,3.423988634657464e-08
300111,0.006112306029881803
300112,5.7202088359571786e-08
300113,1.7126441032370253e-08
300114,2.0367803575889073e-08
300115,3.5449494338030103e-06
300116,1.9307192067802083e-08
300117,2.918388646199514e-08
300118,1.453213055640034e-07
300119,4.9361273009720694e-08
300120,3.4320282156087506e-06
300121,1.6134102669240378e-10
300122,6.011129118166232e-09
300123,5.020081201780779e-07
300124,3.271309247573202e-08
300125,2.43431312866607e-05
300126,1.7669405524827082e-10
300127,1.6215780149599988e-10
300128,1.3395833355676543e-09
300129,7.118328557922832e-09
300130,5.841025884122695e-07
300131,1.512417244523075e-08
300132,4.1801823181597884e-07
300133,5.204045814046631e-05
300134,1.722419389406699e-05
300135,7.137422569456026e-09
300136,8.878703466738696e-08
300137,9.335635676517264e-09
300138,0.9999999992482458
300139,1.3299865915753978e-07
300140,3.2042453998800653e-10
300141,5.016382319755208e-05
300142,1.683736053929057e-07
300143,0.7707632526970786
300144,5.041859152033871e-06
300145,1.653758864782709e-09
300146,0.5032963216992642
300147,0.9152657297745049
300148,5.535884084359688e-09
300149,6.508096561940911e-08
300150,1.1646132047458666e-05
300151,5.380998295843269e-08
300152,2.1151699775993016e-06
300153,0.008877904577860323
300154,2.4060817046408457e-09
300155,4.9979505551822634e-06
300156,1.0
300157,0.0002683216414287134
300158,3.2631749772474455e-09
300159,3.5917617037848184e-09
300160,2.051939133734899e-06
300161,4.335953181164138e-09
300162,4.216792386649881e-08
300163,3.733059948442361e-06
300164,1.5380847720248712e-07
300165,4.3856171055858406e-10
300166,1.0087010339191492e-09
300167,1.1962377679966295e-08
300168,2.5242479511274354e-08
300169,3.0104751821510953e-09
300170,5.3335535145062036e-05
300171,1.059606877452841e-09
300172,0.0008335674519229239
300173,5.455498128137263e-07
300174,7.528733555549263e-07
300175,9.122702519047626e-09
300176,1.6886864979467632e-09
300177,1.6685049860215212e-07
300178,9.22743723828463e-12
300179,2.988829498812999e-08
300180,5.824045639451002e-08
300181,0.0015362449591530853
300182,5.6108185304066115e-09
300183,0.0003022900456569418
300184,1.7307578192615168e-07
300185,0.00012031909522718231
300186,2.172318518584659e-07
300187,6.635098345354695e-05
300188,7.516066296808146e-10
300189,0.00883620563297989
300190,4.816444301901558e-05
300191,2.4660699533284974e-09
300192,1.0883140026155484e-06
300193,0.005407701542348527
300194,1.0498138953364982e-06
300195,3.761078767865168e-10
300196,1.3747655050948534e-09
300197,3.687554477785387e-08
300198,0.01225191241637781
300199,5.430057760711024e-09
300200,6.502474145973098e-05
300201,1.525775884202476e-05
300202,0.006838768558637242
300203,5.928073164106145e-06
300204,0.012531945992652225
300205,2.859915687707289e-07
300206,6.43128883647012e-06
300207,1.6687840586971353e-09
300208,4.629782467037807e-09
300209,2.6253466757658772e-08
300210,0.015879266064916808
300211,2.9399188478460312e-08
300212,2.467308893162603e-09
300213,9.343832492774192e-09
300214,9.882120916560855e-07
300215,0.9319446683202145
300216,4.548427563300906e-07
300217,1.2053209253996345e-06
300218,1.0478974493345362e-06
300219,0.40494909470806084
300220,8.863361907520669e-09
300221,1.8635085728304112e-07
300222,4.3291660541936384e-05
300223,0.8492816212532303
300224,0.0008841349280802632
300225,8.504970227917688e-06
300226,6.350626258123136e-09
300227,5.5247066961094e-07
300228,0.0015384612779142845
300229,2.8694073539182915e-07
300230,5.871265794384321e-09
300231,7.884783765154789e-08
300232,5.1209640835508984e-05
300233,4.729182932480819e-06
300234,1.5214633019551823e-10
300235,0.00044158711783644645
300236,4.745123272591357e-08
300237,0.03739948689926267
300238,2.8991098338544295e-08
300239,4.347632520178162e-08
300240,3.6414497339755345e-08
300241,6.290220762507789e-09
300242,2.6053898745871875e-07
300243,0.014773971465535541
300244,6.081487165935381e-05
300245,0.005039332841320167
300246,2.082971703208716e-07
300247,9.762410933914953e-09
300248,0.00015501711060630677
300249,7.19316833733195e-06
300250,1.3126358411457115e-09
300251,1.4111748292319026e-09
300252,6.904859538385208e-05
300253,8.164116836975699e-07
300254,0.0001237669842270917
300255,6.146139657154322e-10
300256,5.155805362164935e-07
300257,1.4273263922159907e-09
300258,6.763363602265309e-07
300259,3.0420993613531894e-09
300260,0.014125495348989527
300261,2.267751106673382e-06
300262,9.99911586707043e-08
300263,3.776552829140009e-07
300264,5.563995818924406e-10
300265,2.2410943310000024e-09
300266,0.9999958902292899
300267,2.499994477949465e-07
300268,1.0568288647854262e-06
300269,2.1134302061410025e-05
300270,6.534586508721217e-09
300271,1.8571639443956937e-08
300272,5.76233095411423e-08
300273,1.91899906180042e-08
300274,6.538036655657472e-08
300275,1.0437402148021698e-08
300276,1.23065004755029e-07
300277,3.786934053689775e-10
300278,8.763895927118519e-06
300279,6.178036273964471e-07
300280,3.22480333483089e-07
300281,6.689684774261031e-05
300282,2.0738587203271927e-09
300283,6.269835042500009e-07
300284,2.0622105137498117e-07
300285,1.8900541028767944e-07
300286,1.0369687352994213e-08
300287,2.635435212943451e-07
300288,0.00029166750801904253
300289,5.527519686389643e-09
300290,4.4841480673632095e-05
300291,7.449978095383474e-08
300292,1.2675072480909078e-06
300293,0.9976013398480754
300294,2.1037390869630886e-09
300295,1.3001723842874102e-06
300296,5.4217117736693535e-08
300297,8.930678158410235e-08
300298,8.787951863550659e-08
300299,6.198526618176976e-06
300300,0.04221894598467975
